user_id,amount,timestamp
435,343.18,2025-02-20 13:45:45
355,194.26,2025-05-06 11:56:09
180,144.08,2025-01-18 04:07:11
206,442.02,2025-03-09 14:58:40
259,466.09,2025-08-26 18:41:09
186,152.42,2025-01-30 13:03:09
436,85.46,2025-04-15 00:45:45
448,451.24,2025-03-30 02:43:35
189,197.59,2025-08-23 04:36:27
425,459.09,2025-04-24 19:51:04
13,459.8,2025-07-14 23:55:21
372,368.79,2025-08-09 01:42:20
97,341.38,2025-03-08 17:55:17
86,360.58,2025-05-19 09:36:41
429,470.11,2025-07-26 11:40:12
430,443.37,2025-01-03 05:16:51
244,57.96,2024-10-24 21:25:12
360,404.36,2024-10-28 14:56:02
357,375.81,2025-04-19 21:24:01
71,29.7,2025-03-20 23:08:51
499,121.83,2025-02-12 21:32:45
304,48.33,2025-03-22 12:07:34
109,437.09,2025-10-19 06:45:09
500,322.73,2024-11-09 02:09:10
238,81.33,2025-02-22 07:28:32
88,249.08,2024-12-07 05:50:57
443,118.33,2025-02-19 22:29:42
142,43.42,2025-08-18 13:44:30
358,16.16,2025-06-27 01:04:38
51,299.47,2025-07-02 19:37:50
236,72.08,2024-12-24 01:38:27
390,254.67,2025-07-04 11:08:51
238,326.87,2025-05-18 17:19:33
228,8.56,2024-12-03 20:52:11
138,16.82,2025-01-10 04:39:18
221,123.73,2025-05-16 21:51:27
152,483.8,2025-05-24 17:08:40
449,18.43,2025-03-27 01:59:13
148,270.17,2025-05-22 01:43:20
334,125.22,2025-10-12 03:02:59
390,56.78,2025-04-21 04:13:10
485,205.0,2025-10-15 03:44:35
38,451.2,2025-07-21 02:26:35
291,169.9,2025-09-29 07:46:09
338,401.46,2024-12-06 14:52:51
131,495.97,2024-12-30 20:03:41
13,478.57,2025-06-23 20:53:15
310,68.61,2025-06-03 03:51:30
215,345.42,2025-02-16 21:10:42
8,356.04,2025-09-18 09:54:41
185,77.88,2025-08-01 16:52:10
305,129.99,2025-05-06 04:37:20
139,344.54,2025-08-19 11:13:42
309,214.74,2025-01-07 19:53:04
46,69.73,2024-11-27 04:13:28
426,451.23,2024-11-29 16:45:38
64,456.29,2024-12-16 06:48:11
160,392.89,2025-06-19 14:39:42
154,195.79,2025-05-25 11:13:36
197,115.22,2025-03-21 22:23:56
174,103.69,2025-06-10 23:31:05
289,132.63,2025-06-25 22:19:48
14,329.38,2025-05-07 13:44:28
252,159.03,2025-03-20 20:47:58
96,426.35,2024-12-11 16:02:43
459,188.23,2025-09-25 18:56:12
279,489.99,2025-01-02 02:34:25
109,464.71,2025-05-10 03:24:27
160,172.26,2024-12-06 03:36:57
318,94.91,2024-11-14 00:38:18
204,199.44,2025-09-18 06:15:31
178,343.19,2025-02-24 13:41:48
320,366.48,2024-11-29 04:44:47
34,400.37,2025-09-09 05:31:08
106,29.0,2025-04-14 10:51:25
421,122.02,2025-04-16 13:06:17
381,357.87,2025-02-22 09:20:30
293,352.62,2025-02-23 04:57:40
168,29.02,2025-01-28 23:44:20
313,79.49,2025-08-20 17:45:45
90,229.67,2025-02-18 08:15:32
293,168.39,2025-07-09 06:26:10
61,25.52,2025-04-19 23:01:21
489,201.26,2025-03-14 10:58:00
212,115.13,2025-07-29 08:38:58
19,258.67,2024-12-22 09:28:31
240,243.99,2025-05-23 08:37:29
471,116.34,2025-06-29 20:28:33
253,404.92,2025-10-06 20:56:45
266,157.81,2024-11-13 21:24:46
456,386.07,2025-08-11 13:35:28
196,18.21,2025-04-16 15:25:37
229,145.37,2025-03-25 07:23:15
6,468.59,2025-09-30 17:53:58
248,296.03,2025-01-25 20:17:41
254,421.35,2025-09-04 12:36:26
270,306.86,2025-01-20 00:56:56
446,81.46,2025-04-04 11:21:04
477,455.28,2024-11-19 02:25:09
291,70.03,2025-08-28 19:19:53
158,54.44,2024-12-21 06:57:43
261,148.08,2025-09-30 03:31:24
442,171.59,2025-03-27 08:08:27
324,124.31,2025-10-02 01:06:01
80,275.79,2025-04-09 06:55:39
440,228.01,2025-08-14 17:27:02
219,344.24,2025-08-09 03:03:30
39,157.36,2024-12-03 11:16:28
154,54.4,2025-07-17 07:36:57
292,296.44,2025-01-08 11:04:26
151,76.99,2025-09-11 10:28:56
296,100.85,2025-09-10 02:16:05
403,180.35,2025-01-02 15:28:51
150,94.53,2025-03-27 02:40:26
484,493.22,2025-08-02 23:48:26
445,437.22,2025-08-18 10:20:00
336,423.02,2025-03-07 18:20:32
116,93.62,2025-03-17 08:32:47
478,175.21,2024-11-11 08:30:42
141,479.08,2024-12-01 08:44:08
181,386.76,2025-03-11 08:53:52
76,281.25,2025-02-18 13:53:10
336,9.54,2025-09-27 06:19:37
391,163.18,2025-10-01 23:37:30
176,21.87,2025-08-23 19:02:54
313,87.38,2025-05-09 21:50:36
446,150.87,2025-01-19 09:19:21
153,285.07,2025-07-24 00:20:38
132,411.99,2025-10-04 14:52:42
34,255.69,2025-06-03 14:40:48
63,316.5,2025-01-24 11:31:30
325,337.84,2024-12-23 06:56:19
209,159.83,2025-06-21 14:06:57
294,376.07,2025-08-12 02:51:43
193,490.0,2025-05-29 10:39:25
338,105.95,2025-02-03 21:58:36
249,86.96,2025-02-24 12:58:27
384,30.73,2024-12-21 16:51:52
86,134.35,2025-08-25 12:56:46
135,342.92,2024-12-02 18:38:12
283,81.7,2025-05-28 03:22:27
109,456.08,2025-02-06 13:00:33
279,326.49,2025-03-24 00:22:00
93,104.44,2025-08-22 11:18:29
424,264.07,2024-11-21 14:53:04
289,145.86,2025-02-17 12:44:00
464,42.99,2025-01-23 11:18:33
492,122.76,2025-06-21 01:46:07
16,312.83,2024-12-02 19:32:48
139,331.79,2025-10-12 00:06:06
44,229.42,2024-12-28 11:51:43
424,228.39,2025-02-18 17:16:18
477,279.25,2024-12-26 01:40:33
301,196.97,2025-02-24 07:14:36
432,327.46,2025-01-23 22:47:02
109,46.85,2025-10-03 09:09:42
33,371.98,2025-06-13 07:19:27
262,323.01,2025-10-21 11:53:52
81,108.74,2025-09-02 10:04:33
25,24.83,2025-03-06 06:34:58
361,342.11,2025-04-02 18:01:30
297,411.57,2025-07-05 18:39:56
89,373.64,2025-07-07 15:11:46
310,440.01,2024-11-08 19:09:11
89,143.98,2024-10-25 02:16:31
420,35.23,2025-06-21 08:16:45
388,446.38,2025-07-22 00:48:32
122,300.85,2025-07-18 05:00:45
196,347.56,2025-03-27 12:05:34
47,363.59,2025-01-10 11:58:44
250,233.39,2025-08-20 16:05:18
129,49.63,2025-05-24 18:05:26
480,213.28,2025-04-18 03:31:27
210,97.06,2025-10-02 01:31:38
449,472.1,2025-08-23 21:59:19
177,296.94,2025-02-10 06:21:00
191,134.57,2025-05-31 10:19:11
318,410.45,2025-01-12 18:41:15
283,30.9,2025-06-16 12:52:05
112,227.48,2024-10-24 15:57:35
436,86.18,2025-04-27 01:29:30
204,253.67,2025-10-07 07:31:28
492,158.31,2025-10-03 12:23:15
109,193.91,2025-10-17 15:04:23
326,52.78,2025-03-09 03:27:44
353,87.68,2024-12-02 11:13:14
349,283.29,2025-01-28 22:51:32
355,48.19,2024-12-05 20:36:59
192,177.61,2024-12-28 01:08:57
351,122.7,2025-01-29 06:38:08
460,260.81,2025-04-09 16:58:53
455,120.89,2025-03-23 23:03:37
147,145.54,2025-10-21 08:52:23
6,471.07,2024-12-13 06:31:18
79,219.78,2025-10-14 18:22:06
257,289.75,2025-07-06 07:43:28
70,425.16,2025-06-27 20:25:53
240,416.67,2025-01-07 09:48:01
174,487.52,2025-08-05 23:56:04
138,470.6,2024-11-08 08:26:48
254,18.8,2025-06-12 15:55:39
161,65.42,2025-10-09 23:33:50
108,169.74,2024-10-29 01:34:51
61,204.46,2024-11-10 17:34:51
415,211.68,2024-12-22 16:16:19
312,48.75,2025-05-02 15:43:50
272,266.33,2025-05-20 12:29:44
221,385.72,2024-11-15 06:05:13
143,409.36,2024-12-11 02:49:33
105,33.82,2025-04-04 15:07:58
342,168.89,2025-10-19 20:27:40
40,291.87,2025-02-02 21:56:55
133,472.63,2025-01-17 01:41:35
109,281.92,2025-07-21 09:09:22
266,499.59,2025-02-13 03:58:58
229,111.64,2025-01-01 00:26:29
213,465.62,2025-05-05 04:58:27
206,332.42,2025-05-18 03:33:54
321,99.84,2025-06-08 22:00:19
173,237.49,2025-01-17 04:00:01
235,80.42,2025-02-13 06:51:01
489,284.76,2025-01-11 10:06:12
147,253.05,2024-12-08 13:19:10
462,380.48,2025-05-09 18:49:01
45,51.94,2024-12-18 06:40:40
365,408.51,2025-04-24 23:44:45
397,475.47,2024-10-26 05:05:50
472,230.07,2025-04-17 11:21:45
325,494.13,2025-01-01 03:47:14
225,362.07,2025-04-09 18:07:39
196,484.75,2024-12-06 21:07:13
336,227.25,2025-10-20 05:35:15
79,67.2,2024-10-24 13:23:36
390,159.87,2024-12-10 00:14:01
456,207.94,2024-12-04 01:43:05
180,116.57,2025-06-03 06:30:27
163,73.12,2025-02-10 03:17:18
164,189.97,2025-01-27 09:11:24
452,185.21,2025-04-14 23:32:12
256,195.86,2024-10-28 07:43:14
467,146.72,2024-12-10 20:06:34
422,247.33,2025-03-03 00:30:28
121,492.24,2025-05-24 13:49:47
327,71.14,2025-08-28 12:36:20
54,348.97,2025-08-13 07:36:19
172,358.41,2024-11-24 23:03:16
432,120.98,2025-05-30 13:57:31
344,264.22,2025-01-12 03:04:37
122,125.07,2025-05-06 11:06:51
452,380.97,2024-11-13 12:24:02
498,263.24,2025-06-10 08:00:39
214,318.42,2025-09-11 18:50:47
458,13.07,2025-04-16 12:20:03
40,107.52,2025-03-12 16:30:10
417,107.84,2025-04-26 01:06:33
208,324.02,2025-06-29 22:48:04
45,238.91,2025-01-07 15:21:39
140,140.98,2025-09-18 03:27:35
387,449.47,2025-04-25 16:21:35
111,94.84,2024-12-09 16:46:15
370,37.67,2024-12-26 01:21:57
325,458.11,2025-03-29 03:03:26
184,162.21,2025-02-03 13:01:49
326,94.76,2025-06-08 04:54:53
187,208.37,2025-09-08 01:44:25
45,216.38,2024-11-25 07:41:13
298,246.92,2024-11-15 20:18:10
182,32.01,2025-02-25 09:06:19
215,199.24,2025-06-08 19:17:06
67,69.68,2025-09-25 19:08:50
498,128.24,2025-07-06 07:18:42
481,386.58,2024-12-22 18:26:30
438,467.96,2025-06-04 18:35:13
486,135.06,2024-12-07 00:56:37
15,328.72,2025-05-23 11:44:43
94,419.99,2025-03-12 15:37:20
212,14.7,2025-08-27 10:48:43
373,108.17,2024-11-16 23:09:41
433,59.35,2025-03-06 07:30:07
481,150.56,2025-08-21 03:46:08
118,396.31,2025-06-19 14:49:20
185,255.16,2025-04-04 04:12:09
348,433.48,2025-02-06 17:27:53
440,137.82,2025-09-30 02:53:56
69,321.41,2024-12-05 19:24:50
378,310.51,2025-10-21 14:21:18
60,282.12,2025-07-22 14:59:28
448,134.21,2024-12-16 07:46:41
314,104.65,2025-07-11 21:19:58
203,266.86,2025-05-05 13:42:26
218,48.36,2025-04-13 18:49:51
148,342.98,2025-02-16 02:39:47
253,300.53,2025-08-22 17:46:28
132,63.67,2025-01-08 18:14:57
145,263.19,2025-04-09 10:12:37
270,351.51,2025-09-15 10:46:26
216,474.2,2025-07-13 01:19:09
77,75.14,2025-04-23 15:50:55
108,359.07,2025-08-10 18:50:44
71,469.04,2025-05-28 21:16:32
36,384.36,2025-01-01 01:28:46
301,494.54,2025-07-08 04:21:27
278,281.75,2024-12-02 05:11:48
163,92.58,2025-04-16 13:01:03
447,258.65,2024-12-12 01:00:13
393,278.06,2024-11-25 12:06:04
247,441.87,2025-10-18 11:46:43
50,429.73,2025-03-03 14:17:56
86,423.92,2025-06-23 20:02:14
25,472.53,2025-05-12 06:33:04
300,441.81,2025-10-06 22:54:06
421,79.87,2025-08-04 17:35:56
245,490.04,2024-11-05 17:44:23
168,430.76,2025-02-14 05:59:21
282,22.03,2024-11-03 09:58:39
459,62.24,2025-04-26 11:59:32
494,33.36,2025-07-03 10:25:22
49,343.86,2025-07-06 07:44:12
496,31.71,2025-01-12 20:13:49
470,187.46,2025-06-27 20:04:11
368,16.72,2025-09-13 06:47:02
484,285.86,2025-09-19 01:52:30
351,424.76,2025-08-17 09:14:20
195,135.0,2025-05-19 01:21:52
61,206.28,2025-08-17 06:05:10
277,316.03,2025-06-22 17:29:05
395,23.48,2025-10-21 16:29:40
20,217.0,2025-02-18 03:57:16
94,99.31,2025-08-08 00:09:48
201,473.79,2025-05-21 19:52:35
269,344.79,2025-03-09 13:12:32
74,67.98,2024-11-20 16:42:46
345,372.76,2025-05-17 20:13:53
196,286.47,2025-04-30 06:21:10
128,293.19,2025-05-27 02:24:22
206,27.65,2025-04-12 11:56:28
336,70.59,2025-02-07 15:15:46
139,205.23,2025-08-29 22:54:06
356,151.99,2024-12-01 14:05:57
237,448.28,2025-07-03 12:19:21
400,21.74,2025-05-07 17:05:26
395,326.6,2025-10-07 12:28:23
84,364.64,2024-10-28 15:59:36
468,43.9,2025-08-09 04:59:29
108,146.38,2025-05-11 07:10:25
415,288.05,2025-08-23 08:27:52
139,39.98,2025-09-13 04:33:46
222,360.33,2025-05-11 21:03:50
185,120.74,2024-11-06 23:52:35
330,248.66,2025-03-27 05:22:26
318,356.04,2025-01-05 04:58:56
382,177.55,2025-06-13 22:34:55
4,89.89,2024-10-30 17:02:53
191,167.12,2024-11-28 17:16:47
23,302.27,2025-04-29 00:13:57
471,178.58,2025-05-27 18:40:49
276,417.25,2025-02-27 06:22:47
320,128.3,2025-01-09 14:35:29
196,392.71,2025-03-10 06:42:05
236,67.72,2025-05-11 23:52:21
227,484.43,2025-01-31 21:51:42
102,392.57,2025-07-24 00:38:19
410,331.71,2025-10-15 15:38:21
76,257.55,2025-09-26 15:28:51
119,33.27,2024-12-07 12:42:59
483,229.86,2025-08-10 05:34:28
211,409.78,2025-09-15 01:26:04
270,466.48,2024-11-16 17:54:02
298,273.58,2025-07-10 14:05:55
231,491.7,2025-07-13 19:27:19
108,489.34,2025-04-21 00:20:58
438,151.46,2025-09-26 11:29:25
475,253.22,2025-07-01 11:25:14
172,275.79,2025-08-06 10:50:32
65,74.42,2025-02-03 01:19:13
495,281.08,2025-07-28 16:13:02
30,172.51,2025-09-22 07:44:14
55,302.91,2025-08-26 11:16:09
218,109.63,2025-04-19 19:05:56
498,481.16,2025-08-06 06:18:05
326,352.17,2025-04-28 11:38:33
32,165.98,2025-10-01 11:01:20
445,25.6,2025-08-03 09:15:25
111,382.63,2025-06-29 22:19:55
476,154.63,2025-01-02 20:35:12
328,49.99,2025-05-18 02:31:23
158,89.73,2025-01-13 12:57:51
416,36.51,2025-09-01 06:45:15
221,21.53,2024-12-11 16:04:11
401,457.98,2024-12-19 14:07:21
37,496.58,2025-03-24 20:36:13
194,307.43,2025-03-28 07:34:38
125,279.6,2025-08-20 17:56:03
161,261.89,2025-02-17 11:17:26
356,100.09,2025-05-26 20:51:37
483,399.12,2025-04-07 09:14:47
333,398.74,2025-03-06 05:03:48
451,26.86,2024-12-03 08:37:25
14,156.9,2025-08-05 20:28:42
329,15.29,2025-06-06 03:17:50
357,168.34,2025-07-06 21:24:10
462,225.84,2025-09-21 00:47:38
49,267.92,2025-06-29 13:07:03
250,492.84,2025-04-01 01:37:41
131,93.27,2025-03-18 02:38:12
58,229.77,2025-01-11 22:30:59
385,139.47,2024-11-28 19:33:19
142,217.71,2025-03-17 04:44:03
494,37.04,2025-06-19 08:55:49
91,85.02,2025-04-08 20:28:33
446,94.03,2025-07-31 22:14:17
410,232.29,2024-11-19 22:23:18
259,444.14,2024-12-26 06:55:16
426,442.31,2025-10-17 06:41:39
211,322.1,2024-12-20 12:52:24
294,459.34,2025-03-27 18:31:26
436,295.58,2025-06-09 07:48:40
261,19.51,2025-03-11 16:56:31
398,304.32,2025-09-22 17:32:01
320,165.18,2025-04-02 17:51:32
176,375.87,2025-07-31 10:03:48
244,487.83,2025-03-17 13:26:24
449,76.31,2025-03-08 12:50:28
187,151.83,2025-09-20 13:00:10
229,466.01,2025-01-20 20:18:27
473,182.52,2025-01-21 17:24:04
481,471.05,2025-06-24 03:18:04
386,69.28,2025-08-29 15:54:45
424,292.69,2025-04-01 17:15:42
104,445.81,2025-09-20 00:12:35
199,41.04,2025-02-17 00:43:16
96,473.78,2025-06-16 05:11:32
175,155.68,2025-03-04 03:15:07
439,275.49,2025-03-08 14:57:09
111,101.87,2025-02-16 05:48:23
443,16.13,2025-08-06 21:53:40
425,121.35,2024-12-20 13:46:28
218,249.7,2025-01-04 00:07:48
70,42.71,2024-10-21 18:33:26
52,22.64,2025-05-12 09:26:28
241,185.16,2025-07-11 16:40:58
252,17.83,2024-11-15 12:16:20
448,197.91,2024-10-27 08:17:07
185,8.51,2025-05-23 04:38:16
287,154.75,2025-06-29 10:21:58
403,313.69,2025-03-22 00:44:38
181,25.64,2025-03-18 09:08:23
334,134.45,2025-10-05 20:23:10
425,445.99,2025-09-07 03:03:31
211,427.07,2025-01-18 01:39:09
494,102.74,2025-07-25 23:51:14
314,334.72,2025-08-12 05:50:39
440,323.37,2025-04-01 09:35:40
368,280.09,2025-09-07 19:17:54
198,161.51,2024-12-12 07:23:28
423,261.58,2025-01-06 02:36:39
13,219.59,2025-06-30 12:08:28
163,425.68,2025-08-20 18:21:48
385,352.31,2025-03-13 13:25:11
432,122.53,2025-09-26 11:06:32
65,488.7,2025-04-05 01:32:47
368,70.3,2025-06-20 10:12:17
277,89.6,2025-09-15 16:09:15
467,318.98,2025-04-23 22:46:37
428,341.22,2025-10-04 20:17:20
8,413.75,2025-09-19 07:52:36
5,247.89,2025-08-13 01:04:38
292,372.26,2025-07-12 17:37:08
481,101.58,2025-01-13 18:39:37
149,281.43,2024-10-28 07:07:12
335,265.56,2024-11-06 16:51:39
178,195.55,2024-12-09 18:01:26
221,469.9,2025-08-23 12:10:53
465,348.17,2025-03-12 04:57:07
277,473.05,2025-06-09 14:16:29
245,498.55,2025-07-24 22:31:36
394,113.04,2025-01-04 17:00:07
110,138.97,2025-03-07 14:34:48
450,145.16,2025-08-29 04:51:24
333,69.79,2025-09-05 01:56:27
315,159.81,2025-04-25 13:32:36
219,40.64,2025-03-08 02:17:47
27,198.45,2025-10-09 07:04:12
403,429.21,2025-02-05 19:15:20
350,283.08,2025-04-03 00:44:14
52,364.37,2025-09-30 20:20:39
146,488.57,2024-11-01 08:38:46
62,310.98,2025-03-07 12:31:30
26,291.31,2025-04-25 04:17:25
147,223.68,2025-07-18 16:10:48
261,173.71,2024-11-04 14:57:52
312,280.95,2024-12-06 01:59:32
186,35.65,2025-08-25 14:19:54
110,163.81,2025-04-18 16:44:53
134,263.76,2024-11-25 17:48:02
288,395.68,2025-09-30 21:08:34
316,396.08,2024-11-04 14:39:54
232,228.97,2025-04-24 17:43:52
246,277.93,2024-12-12 06:51:57
54,95.63,2025-09-28 17:35:15
195,194.19,2025-05-06 03:43:08
491,9.82,2024-11-02 18:36:43
43,8.34,2025-09-01 13:29:57
338,129.5,2024-12-26 17:55:16
389,287.28,2025-03-15 05:01:16
60,469.1,2025-09-07 11:41:19
169,234.76,2024-12-21 12:08:14
185,228.72,2025-05-24 02:45:26
277,278.15,2025-03-21 01:31:22
483,403.22,2025-03-05 09:49:06
313,9.06,2025-07-30 22:29:14
268,470.97,2025-10-02 10:41:33
157,412.99,2025-07-10 07:06:05
374,337.8,2025-10-11 05:38:11
448,40.44,2025-06-18 20:16:16
30,391.28,2024-11-01 21:46:09
444,189.71,2025-03-02 02:50:16
12,472.07,2024-12-10 07:52:22
377,429.05,2024-10-26 15:49:28
165,428.68,2025-07-07 16:11:31
500,335.07,2025-06-16 19:53:34
244,260.56,2025-08-14 06:08:15
494,292.21,2025-03-17 01:53:18
269,487.95,2024-11-17 07:44:59
318,401.66,2024-12-21 05:57:46
42,338.78,2025-02-19 13:41:41
267,487.75,2025-01-24 09:44:21
376,352.71,2025-06-20 14:02:26
385,275.11,2025-01-28 02:31:26
274,37.0,2025-10-20 22:39:32
84,101.65,2024-12-22 19:06:39
316,204.31,2024-12-14 02:41:36
219,244.96,2025-03-08 02:40:35
166,122.76,2024-12-20 19:48:35
13,290.86,2025-05-13 21:49:00
435,167.52,2024-11-29 09:31:15
363,86.68,2025-03-21 08:43:30
52,66.89,2025-04-27 12:00:05
317,462.96,2025-04-15 20:09:49
265,129.96,2024-10-31 21:21:52
201,343.63,2025-03-28 11:06:56
496,499.02,2025-04-11 00:47:05
224,8.35,2024-12-11 12:07:09
324,256.34,2025-06-08 21:15:04
276,340.44,2025-06-06 11:23:31
367,171.97,2025-05-22 04:56:40
79,150.23,2025-09-02 14:23:43
497,135.1,2025-07-14 09:39:25
21,162.91,2025-09-10 16:48:25
103,138.98,2025-02-21 21:26:49
476,111.17,2025-03-12 22:26:24
34,376.16,2024-12-26 19:15:18
237,442.92,2024-11-28 16:54:37
119,463.06,2025-10-18 09:20:20
42,17.1,2025-02-28 22:41:35
351,115.46,2024-11-18 03:36:11
157,47.81,2025-02-17 20:50:44
260,159.64,2024-11-07 12:35:16
60,348.59,2024-11-16 08:31:36
4,253.5,2025-05-31 14:27:54
281,370.6,2025-10-21 08:26:05
345,165.0,2025-09-01 07:10:47
321,296.32,2025-09-20 19:33:20
11,6.82,2024-11-01 08:27:33
414,366.54,2025-06-29 09:24:52
128,354.84,2025-05-19 15:16:56
484,416.7,2025-03-03 18:11:13
203,303.01,2025-02-26 04:53:12
218,342.77,2024-11-26 21:41:49
306,145.17,2025-02-20 04:18:34
199,238.14,2025-01-27 19:44:02
307,467.88,2025-07-17 12:04:16
411,307.96,2025-01-24 11:43:32
245,57.17,2025-06-06 18:52:26
48,290.95,2025-10-12 14:57:05
448,385.3,2025-09-06 14:48:55
312,172.55,2025-08-23 10:34:58
53,168.7,2025-06-03 23:54:10
221,426.42,2025-02-12 15:02:19
115,41.1,2025-03-01 12:28:41
312,261.01,2025-08-28 22:09:59
79,59.91,2025-07-19 10:13:07
143,154.46,2025-10-18 15:11:29
236,358.72,2025-01-24 00:58:03
218,237.22,2025-06-19 01:54:28
232,234.09,2025-02-18 12:53:02
134,23.9,2024-11-02 11:29:03
141,142.16,2025-05-03 06:10:05
59,28.45,2025-06-19 05:41:31
39,399.14,2025-06-27 03:04:37
104,143.86,2025-08-01 23:40:36
233,73.6,2024-11-21 01:15:23
94,166.57,2025-04-10 21:12:10
489,211.91,2024-11-19 01:48:29
26,121.8,2025-07-04 23:58:21
59,253.89,2025-06-05 23:22:50
198,298.88,2025-07-20 17:14:10
402,301.99,2025-07-01 05:36:07
267,427.63,2025-05-21 07:39:12
353,88.75,2025-04-28 20:19:58
387,266.14,2025-08-28 07:54:14
442,200.46,2025-04-29 10:15:12
154,123.25,2025-04-14 07:17:19
405,113.59,2025-08-17 10:11:21
310,64.64,2025-01-11 05:07:03
328,39.79,2025-04-28 07:10:14
7,189.25,2024-12-04 20:09:02
77,49.19,2025-01-26 05:28:26
327,483.26,2024-10-22 14:52:04
335,92.79,2025-10-03 01:54:28
339,488.32,2024-12-09 15:29:12
290,176.92,2025-08-06 03:40:13
362,227.36,2025-04-19 00:46:33
276,120.33,2025-07-17 07:29:01
238,178.55,2024-12-05 23:23:01
55,89.97,2025-05-11 07:45:36
191,185.83,2024-10-31 07:39:46
340,183.93,2025-02-22 09:48:17
30,86.24,2025-04-01 00:52:20
246,232.9,2025-03-24 15:42:04
276,333.06,2025-08-18 13:21:39
26,92.43,2025-04-09 01:27:32
101,82.6,2025-08-02 10:11:31
367,447.13,2025-06-28 19:27:59
273,237.13,2025-01-16 10:44:49
441,188.95,2025-01-05 19:18:31
500,97.06,2024-12-30 06:11:28
179,19.43,2025-01-10 15:04:34
